grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,black,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,black,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,black,grass,grass,grass,grass,grass,grass,black,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass
grass,stone_se_grass_nw,stone_window_n,stone_sw_grass_ne,grass,grass,grass,grass,grass,grass,grass,black,grass,stone_se_grass_nw,stone_window_n,stone_sw_grass_ne,stone,stone,stone,stone,stone,grass,grass,black,grass,stone_se_grass_nw,stone_window_n,stone_sw_grass_ne,grass,grass,grass,grass,grass,grass,grass,black,grass,stone_wall_nw,stone_window_n,stone_window_n,stone_wall_ne,grass,black,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass
grass,stone_door_w,stone,stone,stone_wall_n,stone_wall_n,stone_wall_n,stone_wall_n,stone_wall_ne,stone_stairs_ns,grass,black,grass,stone_door_w,stone,stone,stone_window_n,stone_wall_n,stone_door_n,stone_wall_n,stone_window_n_wall_e,stone_stairs_ns,grass,black,grass,stone_window_w,hatch,stone,stone_door_w_wall_n,stone_window_n,stone_window_n,stone_door_w_wall_n,stone_window_n_wall_e,grass,grass,black,grass,stone_wall_sw,stone_wall_s,stone_door_s,stone_wall_se,grass,black,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass
grass,stone_ne_grass_sw,stone_door_s,stone,stone,stone,stone,stone,stone_wall_e,stone_stairs_ns,grass,black,grass,stone_ne_grass_sw,stone_door_s,stone_door_s,stone_wall_s,stone_wall_s,stone_wall_s,stone_door_s,stone_wall_se,stone_stairs_ns,grass,black,grass,stone_ne_grass_sw,stone_window_s,stone_wall_ne_sw,stone_wall_s,stone_wall_s,stone_wall_s,stone_wall_sw,stone_wall_se,grass,grass,black,grass,stone_stairs_ew_wall_sw,stone_stairs_ew_wall_s,stone_door_s,stone_wall_se,grass,black,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass
grass,grass,stone,stone_window_w,stone,stone,stone,stone,stone,stone_wall_ne,grass,black,grass,grass,stone,stone_door_w,stone_wall_w,stone,stone,stone,stone,stone_door_n_wall_e,grass,black,grass,grass,grass,stone_window_w,stone_stairs_ns_wall_w,stone_stairs_ew_wall_s,stone_door_s_wall_w,stone_wall_nw,stone_wall_n,stone_wall_ne,grass,black,grass,stone_wall_w,stone,stone,stone_wall_e,grass,black,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass
grass,grass,stone,stone_wall_w,stone,stone,stone,stone,stone,stone_wall_e,grass,black,grass,grass,stone,stone_wall_w,stone_wall_w,stone,stone,stone,stone,stone_window_e,grass,black,grass,grass,grass,stone_wall_w,stone_stairs_ns_wall_ew,stone,stone,stone_wall_w,stone,stone_window_e,grass,black,grass,stone_window_w,stone,stone,stone_window_e,grass,black,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass
grass,grass,stone,stone_window_w,stone,stone,wood_bar_se,wood_bar_s,wood_bar_s,stone_wall_e,grass,black,grass,grass,stone,stone_wall_w,stone_wall_sw,stone_wall_s,stone_wall_s,stone_door_s,stone_wall_s,stone_wall_se,grass,black,grass,grass,grass,stone_window_w,stone,stone,stone,stone_door_w,stone,stone_wall_e,grass,black,grass,stone_wall_sw,stone_window_s,stone_window_s,stone_wall_se,grass,black,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass
grass,grass,stone,stone_wall_w,stone,stone,wood_bar_e,stone,stone,stone_wall_e,grass,black,grass,grass,stone,stone_wall_w,stone_stairs_ns_wall_ew,stone,stone,stone,stone,stone_wall_e,grass,black,grass,grass,grass,stone_window_w,stone_stairs_ns_wall_ew,stone,stone,stone_wall_sw,stone_wall_s,stone_wall_se,grass,black,grass,grass,grass,grass,grass,grass,black,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass
stone_stairs_ew,stone_stairs_ew,stone,stone_window_w_wall_s,stone,stone,wood_bar_e,stone,hatch,stone_wall_se,grass,black,grass,grass,stone,stone_door_s_wall_w,stone_stairs_ns_wall_w,stone_stairs_ew_wall_n,stone,stone,stone_door_s,stone_wall_se,grass,black,grass,grass,grass,stone_door_s_wall_w,stone_stairs_ns_wall_w,stone_stairs_ew_wall_n,stone,stone,stone_door_s,stone_wall_se,grass,black,black,black,black,black,black,black,black,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass
grass,grass,stone_stairs_ns,grass,stone_wall_w,stone,stone_wall_e,stone,stone_door_e,grass,grass,black,grass,grass,grass,stone_window_w,stone_wall_n,stone_wall_n,stone_wall_ne,stone_wall_n,stone_door_e,stone,grass,black,grass,grass,grass,stone_wall_w,stone_wall_n,stone_wall_n,stone_wall_ne,stone_wall_n,stone_wall_e,grass,grass,black,grass,grass,grass,grass,grass,black,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass
