grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass
grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass
grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass
grass,grass,grass,grass,grass,grass,stone_window_w_wall_n,stone_wall_n,stone_window_n,stone_wall_n,stone_wall_n,stone_window_n,stone_wall_n,stone_wall_ne,grass,grass,grass,grass,stone_wall_nw,stone_wall_n,stone_wall_n,stone_wall_n,stone_wall_n,stone_wall_n,stone_wall_n,stone_wall_n,stone_wall_n,stone_wall_n,stone_wall_n,stone_wall_n,stone_wall_n,stone_wall_n,stone_wall_n,stone_wall_n,stone_wall_n,stone_wall_ne,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass
grass,grass,grass,grass,grass,grass,stone_wall_w,stone,stone,stone,stone,wood_bar_se,wood_bar_sw,stone_wall_e,grass,grass,grass,grass,stone_wall_w,stone,wood_bar_n,wood_bar_n,stone,stone,stone,stone,stone,stone_alcove_e,stone,stone,stone_alcove_e,stone,stone,stone,stone,stone_wall_e,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass
grass,grass,grass,grass,grass,grass,stone_wall_w,stone,stone,stone,stone,wood_bar_ne,wood_bar_nw,stone_window_e,grass,grass,grass,grass,stone_wall_w,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone_wall_e,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass
grass,grass,grass,grass,grass,grass,stone_wall_w,stone,stone,stone,stone,stone,stone,stone_wall_e,grass,grass,grass,grass,stone_wall_w,wood_bar_w,stone,stone,stone,stone,stone,stone,stone,stone_alcove_e,stone,stone,stone_alcove_e,stone,stone,stone,stone,stone_wall_e,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass
grass,grass,grass,grass,grass,stone_stairs_ew,stone_door_w,stone,stone,stone,stone,stone,stone,stone_wall_e,grass,grass,grass,grass,stone_wall_w,wood_bar_w,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone_wall_e,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass
grass,grass,grass,grass,grass,grass,stone_wall_nw,stone_wall_n,stone_wall_n,stone_door_n,stone_door_n_wall_w,stone_wall_n,stone_wall_n,stone_wall_ne,grass,grass,grass,grass,stone_wall_w,stone,stone,stone,stone,stone,stone_stairs_ns,stone,stone,stone_alcove_e,stone,stone,stone_alcove_e,stone,stone,stone,stone,stone_wall_e,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass
grass,grass,grass,grass,grass,grass,stone_wall_w,stone,stone,stone,stone_wall_w,stone,stone,stone_window_e,grass,grass,grass,grass,stone_wall_w,wood_bar_w,stone,stone,stone,stone,stone_stairs_ns,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone_wall_e,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass
